zipcode,lat,lon,CallerNum_count
38039,35.9204361,129.2463582,6
38220,35.67624774,129.460732,6
37724,40.36425112,-5.992499256,5
38240,45.20800725,5.764332542,5
37421,35.0254951,-85.1718223,5
37416,35.0940205,-85.219283,5
38477,35.03710961,-86.99811375,5
37097,35.77530811,-87.79889722,5
38344,35.9837431,-88.4244297,5
37684,36.29730965,-82.3644296,5
38580,45.3319894,6.126894036,5
38040,35.82385535,-89.29385448,5
37863,35.792981,-83.560174,5
37329,35.4085409,-84.48927269,5
38453,35.11949825,-86.80080787,5
37890,36.08709555,-83.28832933,5
38004,28.47253854,-16.25461454,5
37824,49.22378226,14.89514642,5
38457,35.03673665,-87.29631148,5
37349,49.08966194,14.35503415,5
37396,34.9998886,-85.49305132,4
37714,36.30839545,-84.21338264,4
38034,46.01316668,11.18840041,4
38476,35.85172915,-87.20605038,4
38543,36.40800065,-85.16814817,4
37763,35.84490858,-84.50646785,4
37902,35.98066786,129.4087167,4
38449,35.02908003,-86.82691061,4
38402,48.99366458,14.14828904,4
38473,49.1150592,13.68837967,4
37841,49.18836522,15.06830726,4
24201,25.03591497,121.4504323,3
37180,35.62217197,-86.57218573,3
38041,35.89305688,129.2424765,3
37811,36.35175936,-83.22613443,3
38358,35.91448813,-88.76434799,3
38567,36.12509005,-85.92065809,3
37757,36.31955388,-84.1718158,3
37713,36.05660167,129.3728441,3
38553,36.20773014,-85.01350373,3
38577,36.56679958,-85.02373105,3
37408,35.03324303,-85.30457836,3
37933,49.2752952,16.9806304,3
38027,45.18400183,5.732881934,3
37385,35.34441904,-84.29469346,3
38572,35.9387967,-85.03565869,3
38067,45.88210198,10.73618532,3
38382,35.97449535,-88.96347167,3
37328,35.02246533,-86.36614469,3
38229,52.1021184,10.3524456,2
38371,35.4221725,-88.30266753,2
38380,45.38177505,5.76058826,2
37860,61.2657236,23.95524108,2
38230,45.74293235,5.171186441,2
38052,45.9948632,11.2595818,2
37181,51.65555665,9.8292922,2
37881,49.00311934,15.36710991,2
38545,36.2247224,-85.6384725,2
38471,49.04031703,13.86994249,2
38541,35.82662743,128.7563864,2
38568,36.40564139,-85.45591307,2
38454,35.73429275,-87.32981626,2
38573,36.48513536,-85.21888334,2
38575,24.3735859,54.5052353,2
37373,48.98710743,14.66913692,2
37220,47.12047956,0.44033257,2
37317,35.02096502,-84.39898734,2
37336,35.1823318,-85.06367747,2
37337,35.7508616,-84.8218149,2
37338,35.44308881,-85.09262573,2
37359,35.2056096,-86.39832662,2
37365,49.16362769,14.58795668,2
37765,36.57230127,-83.06867907,2
24248,25.05413868,121.4481215,2
37111,55.72640075,24.33709855,2
37450,41.6255383,34.45093329,2
37707,36.58363391,-83.5801375,2
38341,35.64083611,128.7481299,2
24301,25.04069169,121.4225517,1
38488,35.04162416,-86.68819719,1
30097,34.0603673,-84.1667031,1
30741,34.9774377,-85.2721057,1
24245,54.225003,10.1342009,1
38548,36.16614689,-85.79564112,1
38578,35.97663166,-85.19528004,1
38369,36.1264058,-88.97452091,1
38001,49.08616963,15.43212983,1
38345,35.59470254,-88.50734098,1
37843,49.25722836,15.0060116,1
37202,36.15656062,-86.7791892,1
37320,47.24442495,0.773351692,1
37370,47.6197142,0.553415975,1
37101,61.49261839,23.52904322,1
37406,35.0465839,-85.2250635,1
37409,35.00084906,-85.33018814,1
37625,36.59436319,-82.17480094,1
37769,36.01333307,129.3532647,1
37770,36.13264693,-84.68310656,1
37831,49.10120989,15.04172949,1
37866,36.34587476,-83.82138263,1
38339,35.04633488,-88.51774848,1
37870,36.46903741,-83.83720731,1
37880,35.72793911,-84.66181917,1
37891,49.07662379,15.53004546,1
37901,49.02013265,14.76238304,1
37916,35.95846015,-83.93218358,1
38201,48.85633057,14.40811416,1
38222,48.76477879,14.1767958,1
38233,36.19264882,-89.02227701,1
38315,52.0257787,10.53434034,1
38334,35.6490051,128.7063218,1
38654,34.9623,-89.845222,1
